Eolica,Fotovoltaica,Biomasa,Carboelectrica,Ciclo Combinado,Combustion Interna,Geotermoelectrica,Hidroelectrica,Nucleoelectrica,Termica Convencional,Turbo Gas,Fecha Hora
1935.9083,5352.1652,2.2645,1507.4884,25121.7664,427.1589,334.5097,6063.6166,753.995,2463.5194,1339.3132,15/10/2025 17:00
2103.8387,2596.3765,2.2642,1607.8118,26908.0651,495.3328,334.2163,6558.4388,753.7589,2744.4841,1614.7511,15/10/2025 18:00
2878.9366,211.6284,2.2573,1651.0109,27640.0322,619.4746,333.7446,7050.5159,754.4571,2957.0536,2180.439,15/10/2025 19:00
3307.0904,12.7873,2.2251,1651.3694,27458.4252,618.2716,334.0801,7043.7909,754.8013,3030.6777,2058.2776,15/10/2025 20:00
3353.13,15.3722,2.2381,1639.874,26898.4223,624.3406,334.7471,6886.049,755.5146,2986.5712,2037.8968,15/10/2025 21:00
3012.4171,8.0311,2.2173,1541.6138,27095.7394,616.8642,334.7617,6325.3538,756.0455,2981.912,1913.2658,15/10/2025 22:00
2652.3584,4.1729,2.2537,1294.6039,26926.2691,506.947,334.1161,6116.002,756.1426,2902.9765,1395.6476,15/10/2025 23:00
2564.4394,9.5696,2.2586,1217.8463,25976.2828,422.3531,334.8352,5947.7138,756.6244,2754.9234,1266.786,16/10/2025 00:00
2332.9808,1.1385,2.2662,1193.1402,25195.2786,320.4001,330.6306,5185.2895,756.7416,2695.9922,1139.9704,16/10/2025 01:00
2057.6756,0.0019,2.266,1179.3089,24678.9018,246.4666,333.4538,4833.0589,757.0256,2514.392,1114.1857,16/10/2025 02:00
2077.6165,0.0023,2.2665,1073.6163,23940.5453,237.5217,331.5752,4711.365,757.0713,2485.4864,1077.3337,16/10/2025 03:00
2223.3406,0.0055,2.2666,1029.085,23166.8127,234.9968,331.863,4717.5972,757.0103,2494.4373,1065.156,16/10/2025 04:00
2125.3058,0.014,2.2667,1010.8411,23049.1938,232.1316,332.4322,4611.1847,757.214,2443.5732,1064.7632,16/10/2025 05:00
1858.8414,0.0579,2.2662,1028.6749,23468.6543,230.4739,332.7314,4713.8836,757.3073,2557.8081,1061.2582,16/10/2025 06:00
1599.2284,53.4622,2.2657,1098.626,23792.3093,228.2284,333.0398,5127.7848,757.5368,2641.0852,1116.9629,16/10/2025 07:00
1534.6211,1369.5685,2.2655,1100.8067,23687.261,227.7769,333.2508,5072.4713,757.4863,2595.0363,1173.4454,16/10/2025 08:00
1361.1973,4072.0288,2.265,1071.9692,22526.4771,226.8077,332.4339,4892.5885,757.4146,2496.193,1182.676,16/10/2025 09:00
1328.9483,5729.6253,2.1185,1003.4966,22021.5622,226.559,331.7984,4726.1952,756.8552,2465.9749,1249.5718,16/10/2025 10:00
1648.014,6195.6916,1.7518,1008.3263,21678.2906,232.8323,327.2197,5048.343,756.2601,2378.5002,1266.0406,16/10/2025 11:00
1732.111,6304.5018,1.7357,1014.799,21507.135,237.6856,332.3549,5363.7604,755.4982,2362.5958,1360.7317,16/10/2025 12:00
1471.9676,6287.8787,1.7165,1074.2852,22153.6664,253.0291,333.651,5819.6176,754.4791,2347.7429,1336.9387,16/10/2025 13:00
1354.612,6328.6161,1.752,1380.9185,22728.9111,228.5156,333.2189,5560.2747,753.5725,2469.2071,1396.3777,16/10/2025 14:00
1330.4713,6266.9372,1.752,1485.9158,23182.4719,244.9587,333.5854,5684.4774,752.3525,2837.2194,1453.2273,16/10/2025 15:00
1341.729,5960.5184,2.0904,1456.4406,24080.4273,297.5984,335.0112,5815.0239,751.0768,2882.75,1470.1358,16/10/2025 16:00
1388.2166,5028.6584,2.238,1472.2982,25300.486,363.0234,336.5403,6176.9805,749.913,3072.5399,1477.6547,16/10/2025 17:00
1626.2043,2247.668,2.243,1510.0827,26929.0494,531.2018,336.6347,6557.064,749.4325,3249.9223,1761.8078,16/10/2025 18:00
1849.021,204.8091,2.2648,1520.0598,28084.0735,538.2485,336.1237,7196.966,749.142,3426.9228,2347.7828,16/10/2025 19:00
2020.2583,14.7043,2.2563,1463.1339,27900.1863,515.3398,337.1222,7510.0829,749.0456,3597.0726,2231.4552,16/10/2025 20:00
2041.8099,14.6802,2.2546,1109.3924,27746.1396,542.3477,338.4522,7640.9728,749.6543,3447.6661,2209.2593,16/10/2025 21:00
1939.0489,7.1245,2.2518,1098.7182,27272.5683,499.2655,339.0595,7356.7687,749.9745,3302.3308,2158.3748,16/10/2025 22:00
1981.439,3.3668,2.2638,1097.5116,27129.4579,484.214,338.6209,6322.2532,750.8749,3268.7413,2111.2979,16/10/2025 23:00
2051.9926,8.8388,2.2652,1104.7671,26420.8876,406.0272,338.8323,5564.8423,751.9021,3255.697,1715.4005,17/10/2025 00:00
2036.797,0.9027,2.2656,1145.9409,25400.3571,417.6123,328.6478,5030.8131,752.0044,3249.6158,1402.0485,17/10/2025 01:00
1929.5376,0.002,2.2659,1107.5608,24731.1532,340.3305,285.3848,4803.7352,752.9718,2792.5115,1243.1968,17/10/2025 02:00
1784.5339,0.002,2.2661,1100.1594,24029.2661,340.3055,298.5301,4688.7664,753.8611,2576.0654,1224.0382,17/10/2025 03:00
1655.2888,0.0041,2.2659,1099.4991,23631.4981,339.7478,312.3321,4527.6071,753.8918,2576.3188,1214.3623,17/10/2025 04:00
1537.1777,0.0135,2.2041,1102.7671,23554.706,340.7713,317.1474,4294.7104,754.1836,2572.5826,1212.7461,17/10/2025 05:00
1479.3132,0.0381,1.9912,1101.3992,23909.722,318.5225,322.4745,4403.9413,754.5486,2577.7466,1235.4407,17/10/2025 06:00
1388.247,45.0202,1.9902,1104.2939,24344.9305,303.4074,322.1316,4647.2007,754.9429,2710.4046,1301.6706,17/10/2025 07:00
1182.52,1126.0516,2.0788,1105.7324,24174.6464,231.2849,320.8304,4919.5487,755.0518,2783.0202,1303.3819,17/10/2025 08:00
699.4087,3904.0048,2.2554,1183.3332,22967.6289,228.9496,319.7675,5169.2665,755.1417,2780.1162,1238.0156,17/10/2025 09:00
719.0488,5969.1929,2.2633,1359.4639,21583.2192,225.5544,318.8674,5104.4477,754.8329,2667.4257,1203.4433,17/10/2025 10:00
625.7418,6400.9648,2.2575,1445.1284,21280.9559,243.0025,318.006,5780.6237,754.0827,2531.2277,1203.4984,17/10/2025 11:00
484.43,6523.1441,2.2468,1539.5883,21822.1137,243.9078,319.453,5741.578,753.9068,2530.7317,1197.095,17/10/2025 12:00
483.4128,6271.3507,1.8272,1524.0061,22463.57,258.3652,321.118,6217.2772,752.9916,2533.4919,1272.2774,17/10/2025 13:00
552.6249,5898.3538,1.7542,892.2128,23589.6039,263.1142,320.7655,6643.1589,752.565,2666.0392,1299.7952,17/10/2025 14:00
696.7883,5630.6366,1.7539,886.3588,24675.6449,264.8633,321.4113,6430.2828,751.7988,2899.4464,1325.1435,17/10/2025 15:00
803.8948,5185.9722,1.7535,877.6348,25330.5211,235.8215,320.7354,6860.0695,749.8406,3044.2299,1328.4404,17/10/2025 16:00
997.7877,4286.9151,1.7532,843.761,26341.1373,368.3719,321.5821,6806.7263,747.5319,3513.9928,1335.7655,17/10/2025 17:00
1407.1999,1967.0875,1.753,834.7406,27439.0196,414.4717,320.1238,7214.7828,745.6478,3756.353,1501.3294,17/10/2025 18:00
1635.1156,192.6835,1.0475,828.156,28571.2317,421.2255,323.4259,7572.1262,745.539,3966.3157,1993.7413,17/10/2025 19:00
1885.7178,16.1871,0.6227,881.4173,28290.8214,461.6026,322.9526,7419.7126,745.6131,4158.8073,1981.9546,17/10/2025 20:00
1985.9827,15.8362,2.1991,884.8463,27616.747,467.2547,336.2079,7158.367,746.3537,4175.3105,1950.6515,17/10/2025 21:00
1960.8016,8.1397,2.2213,962.6055,27032.0699,472.9099,331.0197,6905.4905,747.4277,4012.7794,1933.4187,17/10/2025 22:00
1925.622,3.368,2.2237,1011.3328,26615.8853,438.3902,309.4742,6536.582,747.8283,3903.6374,1871.5979,17/10/2025 23:00
1964.7284,6.0335,2.2261,1136.9266,25899.5206,423.6796,308.4272,6060.6376,748.7688,3860.9632,1504.6994,18/10/2025 00:00
1823.0791,0.7532,2.0812,1174.0224,24838.3158,515.7814,306.8948,5529.0555,749.4716,3531.4562,1555.7841,18/10/2025 01:00
1757.6031,0.0011,2.0318,1195.3999,24195.6932,512.1402,307.6257,5330.4611,750.0232,3194.4439,1439.6037,18/10/2025 02:00
1655.5155,0.0011,2.0317,1155.9106,23989.8967,531.8036,307.7416,4775.25,750.8763,2950.9661,1359.6111,18/10/2025 03:00
1554.224,0.0057,2.032,1149.6182,24121.1943,560.1909,307.5863,4189.7439,751.1233,2611.8142,1323.1621,18/10/2025 04:00
1498.3796,0.0156,2.0317,1096.1708,23876.4748,565.2049,326.4138,4046.2269,751.5835,2546.5222,1251.7351,18/10/2025 05:00
1443.9823,0.0437,2.0231,1094.7815,23912.8226,523.3599,347.2654,4009.8411,752.0784,2519.1077,1237.2808,18/10/2025 06:00
1176.5565,65.9999,1.8103,1096.8714,24186.283,512.8819,347.3109,3910.373,752.6516,2489.7287,1213.2742,18/10/2025 07:00
979.7424,1452.5722,1.8872,1124.7306,23520.4789,513.928,348.9805,3949.5777,753.2929,2414.1901,1214.0833,18/10/2025 08:00
596.5664,4408.753,2.0196,1127.1943,22598.5111,446.6502,353.8273,3747.3419,753.3254,2195.4443,1149.214,18/10/2025 09:00
717.1136,5668.4067,2.1142,1061.2327,22304.204,387.3668,350.9338,3582.3322,753.6258,2185.4917,1124.1161,18/10/2025 10:00
1013.4186,5890.2873,2.2627,947.2824,22318.7852,354.9422,344.0055,3823.6137,753.4348,2177.1645,1146.3809,18/10/2025 11:00
1044.1403,6037.9203,2.2512,941.5832,22789.9266,369.2142,348.0341,3900.7785,752.6213,2202.4448,956.6952,18/10/2025 12:00
955.0447,5873.9468,2.2471,945.0237,23109.2824,359.8905,325.2772,4629.0955,752.5963,2521.285,749.9265,18/10/2025 13:00
962.0196,5972.6211,2.2442,945.4776,23273.7831,283.9314,318.866,4750.3895,752.227,2630.6392,785.9398,18/10/2025 14:00
1096.2026,5757.2824,2.2355,791.6711,23747.7053,377.1544,347.7449,4960.9792,751.463,2720.9056,787.9197,18/10/2025 15:00
1064.5743,5542.9371,2.2346,796.1277,23971.7742,316.4232,352.7077,5106.2952,750.3311,3002.4374,860.5243,18/10/2025 16:00
1107.7008,4466.2624,2.217,812.3077,24751.5989,477.6896,353.7621,5655.3882,748.7939,3236.013,1030.9395,18/10/2025 17:00
1116.3788,2058.3711,2.1643,996.5157,26186.9747,533.5835,353.4707,6632.2288,746.7968,3202.8782,1233.231,18/10/2025 18:00
1187.7585,199.1505,2.031,1101.2924,27802.7511,546.5242,353.2573,7697.6914,745.4714,3373.1828,1412.9835,18/10/2025 19:00
1553.0265,15.5965,1.9906,1096.0855,27768.4777,536.1708,351.5783,7720.9029,745.3772,3521.085,1565.7583,18/10/2025 20:00
1830.5069,14.8287,2.0788,1091.0611,27425.8834,540.3702,351.267,7240.7775,745.6797,3482.4146,1553.3127,18/10/2025 21:00
1750.602,9.0257,2.0706,1088.8359,27257.1044,464.2131,351.7282,6493.1977,745.7348,3410.031,1516.9245,18/10/2025 22:00
1444.9064,5.1733,2.0677,1096.7844,26891.55,429.3299,353.625,5809.6923,746.6046,3406.6667,1471.7424,18/10/2025 23:00
1510.4331,6.009,1.8213,1023.5144,26132.6651,416.6243,354.391,4921.5355,746.4984,3326.3593,1547.4432,19/10/2025 00:00
1363.0771,0.4953,1.7963,962.7173,25127.3859,347.2505,355.8893,4931.0599,747.4211,3056.4214,1457.5705,19/10/2025 01:00
1152.5806,0.0008,1.7965,969.1312,24376.0961,345.9766,358.8535,4698.8375,748.2455,3039.3907,1350.1139,19/10/2025 02:00
953.5529,0.0009,1.7965,961.3815,24008.6039,395.4741,359.3446,4362.912,749.329,2758.03,1301.9899,19/10/2025 03:00
725.1466,0.0028,1.7966,962.9094,23894.4917,345.186,360.0865,4089.9661,749.5306,2714.5879,1249.5946,19/10/2025 04:00
490.3146,0.013,1.7965,962.9309,23623.4471,345.2662,360.2053,3965.355,750.8393,2693.2295,1224.1644,19/10/2025 05:00
464.2379,0.0404,1.7964,966.1922,23335.217,344.0938,360.2471,3817.8818,751.8933,2584.7757,1222.163,19/10/2025 06:00
509.985,63.3699,1.796,793.5542,22480.5664,344.7154,360.9265,3865.531,752.1768,2591.4965,1186.7154,19/10/2025 07:00
644.6685,1506.8823,1.7958,782.6018,21280.0358,327.2448,361.856,3087.5022,750.7555,2482.8341,1195.7522,19/10/2025 08:00
632.7895,4579.3258,1.7939,798.0264,18779.2033,285.5748,359.7744,3019.4625,750.7466,2395.9914,1190.5187,19/10/2025 09:00
691.647,5629.8044,1.9118,855.0458,18108.1589,281.7193,359.7791,3016.4032,751.7504,2382.5826,1180.7607,19/10/2025 10:00
964.6313,5704.2966,1.9854,904.2625,18042.9342,281.3179,360.0155,3384.6372,751.6384,2231.7178,1106.7931,19/10/2025 11:00
1225.7798,6203.2623,2.0526,956.1789,18075.4494,281.3945,360.369,3441.6198,751.0355,2157.5703,1141.6604,19/10/2025 12:00
1612.7219,6230.8735,2.068,948.5187,18397.519,282.2225,358.6737,3337.5843,750.5819,2184.5233,1157.4627,19/10/2025 13:00
1877.5184,6255.0967,2.0351,952.1768,18800.2241,282.8419,359.216,3537.6341,750.2326,2257.1847,1170.8563,19/10/2025 14:00
1726.9785,6011.6191,1.9739,951.833,19520.9394,281.4435,357.7446,4051.5841,750.2856,2270.4529,1191.4505,19/10/2025 15:00
1804.706,5460.8439,1.7827,950.7598,20310.704,286.4276,356.597,4324.1818,750.292,2461.7349,1205.4307,19/10/2025 16:00
2054.7761,4697.6693,1.7735,953.7739,21733.0445,292.0596,355.9181,4311.631,750.4336,2433.3755,1241.5469,19/10/2025 17:00
2498.9242,2148.6094,1.9745,1023.0974,23224.6498,349.6177,356.2024,5395.5994,750.666,2520.3219,1332.7674,19/10/2025 18:00
2503.8288,165.0974,1.9749,1313.1245,24941.3714,432.1239,356.8457,6678.2211,750.7566,3109.2951,1407.705,19/10/2025 19:00
2590.8588,15.1434,1.9754,1324.2462,25805.8889,493.3592,356.7067,6776.7742,750.4542,3201.101,1405.9496,19/10/2025 20:00
2430.0961,13.3807,2.0658,1327.4664,25824.8102,490.7089,357.1525,6900.8488,750.7321,3244.0485,1407.0384,19/10/2025 21:00
2176.9102,8.0176,2.0667,1327.1078,26026.9436,489.3106,357.2901,6333.965,750.9319,3291.2244,1344.292,19/10/2025 22:00
2106.0285,5.3984,2.0725,1324.6318,25494.9159,404.5518,358.9436,5821.8115,750.9846,3303.9259,1312.1664,19/10/2025 23:00
2181.017,5.0114,2.073,1003.8452,24463.3052,376.0353,358.3257,5349.0865,751.3176,3079.7424,1274.2438,20/10/2025 00:00
2288.3279,0.3965,2.0736,949.631,24161.3354,284.2729,358.8752,4497.4722,751.6424,2538.9793,1222.6641,20/10/2025 01:00
2178.7025,0.001,2.074,947.4729,23209.1809,246.3516,354.9406,4161.0747,751.8357,2425.5074,1206.3469,20/10/2025 02:00
2051.3969,0.001,2.0741,943.3924,22641.7003,246.2497,358.3767,3793.2518,752.6698,2383.0804,1195.1474,20/10/2025 03:00
2215.6533,0.0032,2.074,944.8682,22283.59,246.7673,359.8252,3474.1636,752.0523,2388.3466,1180.2396,20/10/2025 04:00
2180.9305,0.0136,2.0737,946.4655,22465.635,246.5,359.5484,3304.9036,751.9214,2408.194,1172.4929,20/10/2025 05:00
2308.2628,0.029,2.0733,948.0894,22791.5898,246.819,361.1366,3337.2831,751.928,2486.2885,1190.704,20/10/2025 06:00
2015.475,28.2031,2.0665,950.6618,23617.9137,245.2205,361.0584,4312.1696,752.122,2464.7818,1216.8807,20/10/2025 07:00
1859.6709,1259.1997,2.0349,951.3425,24053.5267,242.8754,361.7172,4214.7539,752.6675,2401.5933,1230.8777,20/10/2025 08:00
1562.2823,4457.8888,2.065,903.7536,23627.389,243.7319,361.122,3585.261,752.6598,2398.092,1244.2476,20/10/2025 09:00
1715.2361,6047.0439,1.878,853.273,23086.3111,242.1506,359.0107,3573.3307,753.1226,2398.2534,1255.8749,20/10/2025 10:00
1668.7454,6369.2578,1.7535,858.0793,23255.9664,237.9279,358.4478,3898.9268,753.7982,2376.6483,1292.8999,20/10/2025 11:00
1696.1112,6553.33,1.7523,853.5577,23647.3895,253.7406,357.1935,3784.9279,753.575,2419.5232,1317.6862,20/10/2025 12:00
1809.1925,6492.3208,1.7526,862.5813,23960.7869,266.1947,356.5174,4133.5889,751.563,2527.9997,1329.3559,20/10/2025 13:00
1780.34,6505.6825,1.7196,863.0819,24324.6291,244.4807,355.882,4589.11,750.8651,2676.5923,1331.7923,20/10/2025 14:00
1882.8243,6456.9258,1.6062,859.981,24909.8712,237.6969,355.539,5088.4592,750.6773,2689.8249,1351.5678,20/10/2025 15:00
2081.8522,6098.9461,1.6886,860.1513,25914.0921,244.1244,354.6842,5405.8352,750.2349,2695.2496,1379.7098,20/10/2025 16:00
2191.5532,5139.7358,1.7054,961.4726,26285.4743,408.042,353.6772,6067.8015,750.4583,3099.826,1479.346,20/10/2025 17:00
2430.0627,2266.4379,2.0465,1176.6093,27847.8232,527.5912,355.7462,6406.2916,750.6411,3419.8247,1743.0215,20/10/2025 18:00
2754.4436,147.843,2.0451,1229.3773,29043.3336,645.7375,356.617,6887.0826,751.2208,3443.7789,2260.9982,20/10/2025 19:00
3135.2514,17.6219,2.2502,1141.7552,29194.4689,668.108,358.3236,6617.0178,751.8971,3473.1491,2249.0247,20/10/2025 20:00
2854.998,15.7149,2.2557,871.5434,29240.6534,588.2082,359.2253,6882.0993,751.8028,3320.1076,2283.3543,20/10/2025 21:00
2792.9698,6.0523,2.2479,865.0127,28583.7158,540.8034,360.3301,6688.4374,752.1638,3294.0335,2107.5569,20/10/2025 22:00
2474.4605,7.7678,2.0718,860.8339,27812.4139,370.3347,360.3808,6314.1846,752.2075,3343.4987,2026.5061,20/10/2025 23:00
2535.5957,6.0922,2.0728,887.3683,26623.4661,334.6394,360.8548,5566.0959,752.5767,3355.3824,1909.0176,21/10/2025 00:00
2438.5186,0.9005,2.073,931.9935,26254.1275,262.9464,361.5132,4925.2549,752.9502,3131.0309,1431.4271,21/10/2025 01:00
2163.5535,0.0011,2.0704,934.6085,25733.9449,234.082,362.3074,4687.471,752.7581,2813.5925,1294.9737,21/10/2025 02:00
2257.824,0.0013,2.0733,963.9252,25026.7262,235.3373,331.1725,4023.5464,752.8746,2863.5349,1240.4003,21/10/2025 03:00
2266.2325,0.0031,2.0725,1035.1633,24415.8447,236.7123,347.7607,3679.464,753.0145,2908.4685,1228.1393,21/10/2025 04:00
2241.2602,0.0142,2.0627,1015.2476,24336.2209,236.2842,364.1291,3563.8127,753.2106,2866.4435,1219.4251,21/10/2025 05:00
2414.5225,0.034,2.05,1057.9149,24302.5662,235.9189,364.9253,3744.4139,753.2383,2834.9529,1215.9181,21/10/2025 06:00
2375.5307,34.7917,2.0261,1078.5015,24634.1086,242.9801,365.1421,4033.3537,753.1102,2897.2984,1244.2414,21/10/2025 07:00
2071.1818,1533.9773,1.9731,1044.6379,24120.7579,248.9049,364.5771,4271.2868,753.116,2841.3274,1230.2869,21/10/2025 08:00
1963.795,4923.0611,2.0359,1043.7982,22704.4102,253.5252,363.2615,3808.7144,753.3081,2805.6446,1228.7655,21/10/2025 09:00
2109.0471,6151.9185,2.1376,1043.8225,21904.613,303.4831,362.1998,4173.1083,752.9838,2749.479,1252.716,21/10/2025 10:00
2378.7056,6386.62,1.9705,1038.7054,21831.4447,328.7258,361.4158,4449.369,752.4685,2653.8036,1258.8391,21/10/2025 11:00
2643.8469,6394.4269,1.9583,1040.2334,22033.4278,325.835,361.0423,4492.2004,752.1829,2674.6314,1277.3529,21/10/2025 12:00
2566.4685,6225.3998,1.9589,1060.7991,22545.0978,333.3134,360.6206,4869.4337,751.652,2690.1068,1279.2062,21/10/2025 13:00
2407.7307,6309.4155,1.934,1064.2467,23204.1403,309.8888,359.4705,5301.9714,751.4762,2711.781,1286.0757,21/10/2025 14:00
2289.7239,6488.0313,1.9306,1070.7579,23803.3025,324.1027,359.6157,5376.7109,751.0141,2795.9036,1301.4449,21/10/2025 15:00
2282.241,6174.7608,1.9302,1069.1027,24543.8979,336.9491,359.9876,6113.9522,750.6076,2846.932,1329.8325,21/10/2025 16:00
2098.0341,5131.0783,2.0679,1112.4057,26182.036,447.7276,358.2228,6552.169,750.8957,2780.4833,1381.0504,21/10/2025 17:00
2256.2942,2094.8654,2.1255,1368.4825,28245.2664,507.1513,358.562,6670.9763,751.6296,3112.1168,1534.9991,21/10/2025 18:00
2391.3784,117.9664,1.9887,1455.2627,29242.0425,656.6311,359.7539,7000.0449,751.9453,3693.5365,2169.069,21/10/2025 19:00
2605.0707,15.2762,2.2102,1449.1073,29184.7083,666.6363,359.8446,6949.711,751.9257,3805.3125,2279.666,21/10/2025 20:00
2493.8944,14.7474,2.2576,1143.1751,29157.2864,684.0817,360.645,6751.5127,752.2584,3819.7665,2231.8515,21/10/2025 21:00
2552.5809,5.4256,2.2435,1114.0384,29040.9439,590.4198,360.592,6213.4982,752.0975,3755.8559,2154.3524,21/10/2025 22:00
2584.4382,5.0154,2.2275,1074.1242,28132.3824,497.4416,360.4275,5972.1867,752.3131,3743.4394,1858.5171,21/10/2025 23:00
2598.4577,5.9893,2.2441,1077.0845,27479.6472,440.9082,348.5524,5347.4566,752.4094,3521.022,1477.6517,22/10/2025 00:00
2694.8644,0.3794,2.2342,1079.4082,26382.7374,403.5996,326.1286,4884.864,752.5838,3139.5076,1375.6296,22/10/2025 01:00
2422.0641,0.0012,2.2415,1066.3208,26013.1543,386.3074,335.7737,4232.6439,752.8219,2926.7359,1246.8456,22/10/2025 02:00
2157.0289,0.0015,2.2453,1052.7167,25557.8074,344.8609,357.3217,3846.5251,752.7434,2940.5974,1139.0989,22/10/2025 03:00
1902.4592,0.0035,2.2312,1062.0278,25225.8747,309.305,361.7275,3559.1339,752.8634,2940.8795,1151.6242,22/10/2025 04:00
1648.0435,0.0143,2.202,1073.4633,25196.1177,297.1865,366.4463,3474.0034,752.7115,2950.1924,1143.0778,22/10/2025 05:00
1664.6634,0.0396,2.1945,1072.1351,25436.4388,297.4456,367.2202,3581.3126,752.6869,2951.9177,1140.612,22/10/2025 06:00
1768.3579,47.8069,2.1551,1072.0793,25355.2384,307.9476,370.103,4162.2579,752.5968,2912.6771,1138.5756,22/10/2025 07:00
1771.1397,1350.5876,2.0737,1082.7874,24994.7321,308.3513,371.92,4165.9579,752.8591,2811.9042,1133.6747,22/10/2025 08:00
2208.0661,4180.1357,2.0776,1078.2333,23623.3392,308.8749,370.5988,3519.5336,752.918,2817.4313,1176.1844,22/10/2025 09:00
2324.4065,5167.1586,1.8623,1021.7743,23610.6792,309.1854,368.5225,3317.8244,752.5933,2857.6083,1214.2639,22/10/2025 10:00
2292.4232,5532.1362,1.7105,1033.6878,23823.2532,314.1222,367.4583,3338.8871,752.3704,2910.4476,1235.0487,22/10/2025 11:00
2342.1463,5775.6258,1.7528,1031.4845,24185.3177,325.7431,365.9007,3400.4589,752.424,2872.5128,1250.0834,22/10/2025 12:00
2285.6067,5832.1896,1.7631,1028.0627,24858.0409,322.9713,362.1213,3523.2964,752.1739,2811.4354,1235.9579,22/10/2025 13:00
2194.4481,5756.1295,2.3527,1031.7891,24898.4927,306.6325,360.8839,4239.2591,752.4224,2850.5966,1248.4332,22/10/2025 14:00
2125.7408,5983.3467,2.306,1032.7274,25253.1147,304.8802,359.4365,4830.5834,752.2556,2802.0547,1288.2823,22/10/2025 15:00
2272.4713,5513.4434,2.3225,1054.2068,26300.183,353.7167,358.5199,5297.5178,752.5679,2803.3131,1343.4425,22/10/2025 16:00
2398.786,4553.2882,2.2243,1374.6286,27249.9165,451.5581,359.5125,5251.5638,752.8058,3147.9176,1385.5486,22/10/2025 17:00
2580.987,1988.7402,2.2353,1451.6692,28640.6746,547.0647,359.6708,5861.6822,752.5798,3365.5012,1558.3636,22/10/2025 18:00
2864.3467,112.322,2.3246,1447.7061,29361.3836,638.5691,360.0821,6584.6983,752.6282,3537.0334,2256.2438,22/10/2025 19:00
3027.0921,17.947,2.3241,1272.5847,29166.7479,621.5965,360.227,6777.1069,752.7331,3533.164,2238.0452,22/10/2025 20:00
3058.8586,17.6417,2.324,1027.5105,28845.6984,601.5386,360.3602,6844.7619,752.4676,3477.7242,2117.5906,22/10/2025 21:00
2879.5504,10.0469,2.3239,1025.3288,28384.0319,548.2825,361.9147,6707.2723,752.9467,3408.8215,1993.9338,22/10/2025 22:00
2712.6855,9.0215,2.3243,1025.3823,27896.619,480.2499,363.3018,6636.1523,753.3444,3400.3143,1434.9108,22/10/2025 23:00
2713.0869,4.0952,2.3251,1015.6206,27170.987,422.6062,366.9019,5874.0006,753.6076,3251.967,1313.0264,23/10/2025 00:00
2815.2994,0.1698,2.3255,1006.3371,26806.4108,340.8656,372.0812,4762.3771,753.5152,2720.6842,1257.6042,23/10/2025 01:00
2452.9006,0.0009,2.3255,1012.1207,26234.5031,340.39,372.6218,4384.0034,753.9163,2554.1792,1203.9941,23/10/2025 02:00
2441.4815,0.0009,2.3258,1012.2195,25436.6183,312.7364,372.6692,4148.6849,753.2387,2525.7752,1128.3352,23/10/2025 03:00
2199.0856,0.0032,2.3253,1003.8721,24949.9082,228.5436,372.8907,4242.988,752.3146,2427.8563,1125.1349,23/10/2025 04:00
2089.5649,0.0136,2.3253,995.3987,24815.4433,228.6869,373.1614,4195.2883,751.7582,2427.2648,1148.8285,23/10/2025 05:00
2072.0756,0.0301,2.1359,993.0993,24741.3454,222.4498,373.0594,4504.722,751.3356,2422.0071,1209.9546,23/10/2025 06:00
2120.8895,55.2898,2.0495,997.7909,25058.1075,227.6888,373.4518,4864.5474,751.0807,2478.9022,1232.1075,23/10/2025 07:00
1934.0404,1406.8737,2.0497,968.2271,24901.2,228.6484,371.1264,4586.4206,751.0639,2539.2544,1231.314,23/10/2025 08:00
1931.3206,4527.3577,2.0557,965.4206,23382.7271,229.9859,368.6609,4225.3591,750.6726,2521.2901,1245.134,23/10/2025 09:00
2195.7579,5823.0093,2.0591,963.6131,22849.5853,230.7473,364.3796,4021.9567,750.6354,2437.5514,1287.557,23/10/2025 10:00
2529.2547,6188.9333,1.8364,957.5313,22845.0799,237.1456,367.8823,3951.057,750.0044,2423.9181,1294.1098,23/10/2025 11:00
2724.7036,6421.3918,1.4772,952.3869,22816.3397,239.7832,365.4428,4047.8305,749.0597,2458.8714,1303.8093,23/10/2025 12:00
2846.6912,6418.278,1.4772,985.9837,23113.8579,318.2764,363.8543,4163.1937,748.5317,2532.5514,1313.7122,23/10/2025 13:00
2952.4402,6363.1989,1.4774,1001.3386,23434.8542,238.2446,364.3179,4592.8826,748.1488,2533.0529,1319.3154,23/10/2025 14:00
3015.9081,6285.449,1.7081,1071.6417,24068.6714,258.8192,364.8435,4964.8154,748.0662,2539.9056,1335.3208,23/10/2025 15:00
3218.6088,6055.4228,2.3368,1432.8909,24579.4682,252.249,364.8925,5129.4366,748.0732,2560.5407,1355.6178,23/10/2025 16:00
3219.3215,4971.1465,2.3366,1525.1654,25560.0103,335.6082,366.1577,5453.8144,748.3681,2886.7453,1392.1708,23/10/2025 17:00
3239.5365,2002.1385,2.3362,1524.1072,27251.8629,441.7424,368.1425,6415.0883,749.0741,3190.7135,1650.3414,23/10/2025 18:00
3312.5763,133.3022,2.3359,1528.4136,28089.9237,531.7278,369.6306,7267.8458,749.5536,3472.3702,2237.3032,23/10/2025 19:00
3356.8547,15.4821,2.3355,1519.4574,27720.645,546.1621,371.1433,7404.8609,749.9466,3478.2195,2343.2902,23/10/2025 20:00
